Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Pkg_Name,Pkg_URL
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Ltp 1,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 L,tp 1,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18327 Rtp 2,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18327 R,tp 2,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Ltp 3,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 L,tp 3,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
18367 Rtp 4,DVB-S2D300002/3,,DirecTV USA,,,,,Videoguard,Anonymous071017,DVB-S2D,30000,2/3,18367 R,tp 4,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-103W.html
